Name,CID,PM,SMILES,L.Trp,L.Tyr,L.Pro,Anthranilate,L.Lys,L.Arg,Indole.3,GGPP,L.Ala,L.Asp,Secologanin,L.Phe,IPP,L.His,Cholesterol
"""6-O-Methylipecoside""",C00027771,13,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])C(C([H])([H])[H])=O)(C(C3(C(=C(OC(C3(C(=C([H])[H])[H])[H])(OC4(C(C(C(C(O4)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])C(=O)OC([H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Ipecoside""",C00001868,13,C1(N(C(C(C2=C1C(=C(C(=C2[H])O[H])O[H])[H])([H])[H])([H])[H])C(C([H])([H])[H])=O)([H])C(C3(C(C(=O)OC([H])([H])[H])=C(OC(C3(C(=C([H])[H])[H])[H])(OC4(C(C(C(C(O4)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""7-O-Methyl-N-deacetylipecoside""",C00051869,13,C1(=C(C=C2C(=C1)CCNC2CC3C(=CCC(C3C=C)OC4C(C(C(C(O4)CO)O)O)O)C(OC)=O)OC)O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""7-O-Methylipecoside""",C00044487,13,C=1(C(=C(C2=C(C1[H])C(N(C(C2([H])[H])([H])[H])C(=O)C([H])([H])[H])(C(C3(C(C(OC(=C3C(=O)OC([H])([H])[H])[H])(OC4(OC(C(C(C4(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])(C(=C([H])[H])[H])[H])[H])([H])[H])[H])[H])O[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""3-O-Demethyl-2-O-methylalangiside""",C00051865,13,C=12C(=CC(=C(C1)O[H])OC)C3(N(CC2)C(C=4C(C3)(C(C(OC4)OC5OC(C(C(C5O[H])O[H])O[H])CO[H])C=C)[H])=O)[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""9-O-Demethylprotoemetine""",C00051871,13,C1=C(C(=CC2=C1CCN3C2(CC(C(C3)(CC)[H])(CC=O)[H])[H])OC)O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""9,7'-O,O-Didemethylcephaeline""",C00051870,13,C1=C(C(=CC2=C1CCN3C2(CC(C(C3)(CC)[H])(CC4([H])NCCC5=C4C=C(C(=C5)O)O)[H])[H])OC)O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""9-O-Demethylcephaeline""",C00051992,13,C12=C(C=C(C(=C1)OC)O)CCN3C2(CC(C(C3)(CC)[H])([H])CC4(NCCC5=C4C=C(C(=C5)O)OC)[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""10-O-Demethylprotoemetine""",C00051864,13,C1=C2C(=CC(=C1O)OC)CCN3C2(CC(C(C3)CC)CC(=O)[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""10,7'-O,O-Didemethylcephaeline""",C00051863,13,C1=C(C(=CC2=C1CCN3C2(CC(C(C3)(CC)[H])(CC4([H])NCCC5=C4C=C(C(=C5)O)O)[H])[H])O)OC,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""10-O-Demethylcephaeline""",C00027245,13,C1(=C(C(=C2C(=C1[H])C(C(N3C2(C(C(C(C3([H])[H])(C(C([H])([H])[H])([H])[H])[H])(C(C4(N(C(C(C5=C4C(=C(C(=C5[H])O[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])O[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Alangiside""",C00001798,13,C1(=C(C(=C2C(=C1[H])C(C(N3C2(C(C4(C(C3=O)=C(OC(C4(C(=C([H])[H])[H])[H])([H])OC5(C(C(C(C(O5)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])O[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Fumisoquin A""",C00051874,14,C=1(C=CC2=C(C1O)CN3C(C2O)(C(CN(C3=O)C([H])[H])O)[H])O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Fumisoquin C""",C00051875,14,C=1(C=2C(C(C(C1)=O)=O)=CN=C3C2N(C(CC3O[H])C(=O)O[H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Cadaverine""",C00001403,15,N(C(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""5-Aminopentanal""",C00051882,15,C(CCCCN([H])[H])(=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-p-Coumaroyllupinine""",C00051884,15,C1CCN2C(C1)C(CCC2)COC(C=CC=3C=CC(=CC3)O)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Epilupinine""",C00007678,15,C1(C(C(N2C(C1([H])[H])(C(C(C(C2([H])[H])([H])[H])([H])[H])(C(O[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Coumaroylepilupinine""",C00051886,15,C1CCN2C(C1)(C(CCC2)COC(=O)C=CC=3C=CC(=CC3)O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Feruloylepilupinine""",C00051887,15,C1CCN2C(C1)(C(CCC2)COC(=O)C=CC=3C=CC(=C(C3)OC)O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Matrine;Matrine""",C00002227,15,C1(C(C(N2C3(C1(C(N4C(C3(C(C(C2([H])[H])([H])[H])([H])[H])[H])(C(C(C(C4=O)([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Diminium cation""",C00051888,15,C1CC[N+]=2C(C1)C3CC(C2)C4[N+](=C3)CCCC4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Pelletierine""",C00002062,15,C1(C(N(C(C(C1([H])[H])([H])[H])([H])C(C(C([H])([H])[H])=O)([H])[H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""delta1-Piperideine""",C00051883,15,N=1CCCCC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-Lupinine""",C00002226,15,C1(C(C(N2C(C1([H])[H])(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])C(O[H])([H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-Feruloyllupinine""",C00051885,15,C1CCN2C(C1)C(CCC2)COC(C=CC=3C=C(C(=CC3)O)OC)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Oxymatrine""",C00007758,15,C1(C(C([N+]2(C3(C1(C(N4C(C3(C(C(C2([H])[H])([H])[H])([H])[H])[H])(C(C(C(C4=O)([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[O-])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+/-)-Sparteine""",C00002236,15,C1(C(C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C4(N(C3([H])[H])C(C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Lupanine;(+)-Lupanine""",C00002225,15,C1(C(C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C4(N(C3([H])[H])C(C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-13alpha-Hydroxy lupanine""",C00051889,15,C12(N(CC3(C4(N(CC1(C3)[H])CCC(C4)O)[H])[H])C(CCC2)=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-13alpha-Tigloyl oxylupanine""",C00051890,15,N12C(CCCC1=O)(C3CN4C(C(C2)C3)CC(CC4)OC(C(=C(C)[H])C)=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(+)-Matrine;Matrine""",C00002227,15,C1(C(C(N2C3(C1(C(N4C(C3(C(C(C2([H])[H])([H])[H])([H])[H])[H])(C(C(C(C4=O)([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-13alpha-Hydroxy Multiflorine""",C00007752,15,C1(C(=C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C4(C(C(C(C(N4C3([H])[H])([H])[H])([H])[H])(O[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])[H])[H])=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-13alpha-Tigloyl oxymultiflorine""",C00007753,15,C1(C(=C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C4(C(C(C(C(N4C3([H])[H])([H])[H])([H])[H])(OC(C(=C(C([H])([H])[H])[H])C([H])([H])[H])=O)[H])([H])[H])[H])[H])([H])[H])[H])[H])[H])[H])=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""N-Methylpelletierine""",C00051563,15,O=C(C(C1(N(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])C([H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-Anaferine""",C00002016,15,C1(C(N(C(C(C1([H])[H])([H])[H])(C(C(C(C2(N(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])=O)([H])[H])[H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Lycodane""",C00051892,15,C=1C=CC2=C(N1)CC3(C4(C2(NCCC4)CC(C3)C)[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Lycopodine;(-)-Lycopodine""",C00001948,15,C12(C34C(C(C(C1(C(C(C3([H])[H])([H])C([H])([H])[H])([H])[H])[H])([H])[H])=O)(C(C(C(N4C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Fawcettimine;(-)-Fawcettimine""",C00001937,15,C1(C2(C34C(C1=O)(C(C(C(N(C3(C(C(C2([H])[H])([H])C([H])([H])[H])([H])[H])O[H])C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Lycodine;(-)-Lycodine""",C00001944,15,C=12C(=C(C(=NC1C(C3(C4(C2(N(C(C(C4([H])[H])([H])[H])([H])[H])[H])C(C(C3([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Phlegmarine;(-)-Phlegmarine""",C00001954,15,C1(C(N(C(C(C1([H])[H])([H])[H])([H])[H])[H])(C(C2(C(C(C(C3(C2(C(C(C(N3[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])C([H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Lobelanine""",C00002052,15,C1(=C(C(=C(C(=C1[H])C(C(C2(N(C(C(C(C2([H])[H])([H])[H])([H])[H])(C(C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])=O)([H])[H])[H])C([H])([H])[H])[H])([H])[H])=O)[H])[H])[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Sedamine;(-)-Sedamine""",C00002072,15,C1(C(N(C(C(C1([H])[H])([H])[H])(C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])O[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""(-)-Lobeline;Lobeline""",C00002053,15,C1(=C(C(=C(C(=C1[H])C(C(C2(N(C(C(C(C2([H])[H])([H])[H])([H])[H])(C(C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(O[H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])=O)[H])[H])[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Piperidine""",C00051876,15,C1CNCCC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Piperine;1-Piperoylpiperidine;Bioperine""",C00002065,15,C1(C(N(C(C(C1([H])[H])([H])[H])([H])[H])C(=O)C(=C(C(=C(C=2C(=C(C3=C(C2[H])OC(O3)([H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Angustifoline""",C00002208,15,C1(C(C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C(N(C3([H])[H])[H])([H])C(C(=C([H])[H])[H])([H])[H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""alpha-Isolupanine""",C00007694,15,C1(C(C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C4(N(C3([H])[H])C(C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""2-Piperidyl-acetophenone""",C00051891,15,C1CNC(CC1)CC(C2=CC=CC=C2)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""epsilon-Amino-alpha-ketocarproic acid""",C00051880,15,C(C(=O)CCCCN)(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""alpha-Aminoadipic acid delta-semialdehyde;L-allysine""",C00051877,15,C(CCC(C(=O)O)N)C(=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""delta1-Piperideine-6-carboxylic acid""",C00051878,15,C1C(N=CCC1)(C(O)=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""delta1-Piperideine-2-carboxylic acid""",C00051879,15,C1C(=NCCC1)C(O)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""L-Pipecolic acid""",C00001387,15,C1(C(N(C(C(C1([H])[H])([H])[H])([H])C(=O)O[H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Castanospermine""",C00002028,15,C1(C(C(N2C(C1([H])O[H])(C(C(C2([H])[H])([H])[H])(O[H])[H])[H])([H])[H])([H])O[H])(O[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Swainsonine;(-)-Swainsonine""",C00002075,15,C1(C(C(N2C(C1(O[H])[H])(C(C(C2([H])[H])([H])O[H])(O[H])[H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Saccharopine""",C00007227,15,O(C(C(C(C(C(=O)O[H])([H])[H])([H])[H])(N(C(C(C(C(C(C(O[H])=O)(N([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])=O)[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""L-2-Aminoadipate 6-semialdehyde""",C00052004,15,O=CCCCC(C(O)=O)N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""5'-Piperideine-6-L-carboxylate""",C00051986,15,C1=C(NCCC1)C(O)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""1-Indolizidine""",C00051973,15,C1CCN2C(C1)CCC2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""1-Indolizidinone""",C00051881,15,N12CCC(C1(CCCC2)[H])=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""cis-Norlobelanine""",C00051995,15,C1=C(C=CC=C1)C(CC2NC(CCC2)CC(=O)C3=CC=CC=C3)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Huperzine B;(-)-Huperzine B""",C00001939,15,C=12C(=C(C(N(C1C(C3(C4(C2(N(C(C(C4([H])[H])([H])[H])([H])[H])[H])C(C(=C3[H])C([H])([H])[H])([H])[H])[H])[H])([H])[H])[H])=O)[H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Huperzine A;Kimpukan A;(-)-Huperzine A""",C00028361,15,C1(=C(C2(C(C3=C(C(C1([H])[H])(C2=C(C([H])([H])[H])[H])N([H])[H])C(=C(C(N3[H])=O)[H])[H])([H])[H])[H])[H])C([H])([H])[H],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""Nicotinic acid""",C00000208,15,C1(=C(N=C(C(=C1[H])C(=O)O[H])[H])[H])[H],0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"""(-)-Anabasine;Anabasine""",C00002015,15,C1(C(N(C(C(C1([H])[H])([H])[H])([H])[H])[H])(C=2C(=C(C(=NC2[H])[H])[H])[H])[H])([H])[H],0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"""Phe-Ser-DKP""",C00051893,16,C1=CC=CC(=C1)CC2(C(NC(C(N2)=O)(CO)[H])=O)[H],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Gliotoxin""",C00002340,16,C1(=C(C(C2(C(=C1[H])C(C34N2C(C(N(C3=O)C([H])([H])[H])(SS4)C(O[H])([H])[H])=O)([H])[H])[H])(O[H])[H])[H])[H],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""gamma-Coniceine""",C00002030,17,C1(C(N=C(C(C1([H])[H])([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""5-Hydroxy-gamma-coniceine""",C00051898,17,C1C(=NCC(C1)O)CCC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Pseudoconhydrine""",C00002068,17,C1(C(N(C(C(C1([H])[H])([H])[H])([H])C(C(C([H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])O[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""N-Methylpseudoconhydrine""",C00051899,17,C1(CN(C(CC1)CCC)C)O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Coniine""",C00002031,17,C1(C(N(C(C(C1([H])[H])([H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""N-Methylconiine""",C00002055,17,C1(C(N(C(C(C1([H])[H])([H])[H])([H])C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""1'-Oxo-gamma-coniceine""",C00051895,17,C1CCCN=C1C(CC)=O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Conhydrinone""",C00051900,17,C1C(NCCC1)C(CC)=O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Conhydrine""",C00051894,17,C1CNC(CC1)(C(O)(CC)[H])[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""N-Methylconhydrine""",C00051901,17,C1CN(C(CC1)C(O)CC)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Histamine""",C00001414,18,C1(=C(N=C(N1[H])[H])[H])C(C(N([H])[H])([H])[H])([H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Urocanic acid""",C00051902,18,C=1NC=C(N1)C=CC(O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Casimidine""",C00051906,18,C1(OC(C(C(C1O)O)O)CO)N2C=C(N=C2)CCNC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Glochidone""",C00023788,18,C=1(C(C(C2(C(C1[H])(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])([H])C5(C(C(C4([H])[H])([H])[H])(C(C(C5(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""N,N-Dimethylhistamine""",C00051905,18,C=1NC=C(N1)CCN(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""N-Methylhistamine""",C00051904,18,C=1N(C=C(N1)CCN)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Zapotidine""",C00025547,18,N1(C(C(C=2N(C1=S)C(=NC2[H])[H])([H])[H])([H])[H])C([H])([H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Dolicotheline""",C00051903,18,C=1NC(=CN1)CCN=C(O)CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""1,3-Dihydroxy-N-methylacridone""",C00051914,19,C=1C=CC2=C(C1)C(C3=C(N2C)C=C(C=C3O)O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Melicopicine""",C00002186,19,C=1(C(=C(C2=C(C1[H])C(C3=C(N2C([H])([H])[H])C(=C(C(=C3OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])=O)[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Acronycine""",C00002130,19,C=1(C(=C(C2=C(C1[H])C(C3=C(N2C([H])([H])[H])C4=C(C(=C3OC([H])([H])[H])[H])OC(C(=C4[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Robustine;(-)-Rutacridone;Rutacridone""",C00002195,19,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])O[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Aurachin B""",C00017846,19,C(C([H])([H])[H])(C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])=C(C(C1=C(C(=N(C2=C1C(=C(C(=C2[H])[H])[H])[H])=O)C([H])([H])[H])O[H])([H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Aurachin D""",C00051911,19,C1=CC=C2C(=C1)C(C(=C(N2)C)CC(=C(CCC(=C(CCC=C(C)C)C)[H])C)[H])=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""O-Methyl-L-Tyrosine""",C00051909,19,C1(=CC=C(C=C1)OC)CC(C(=O)O)N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""4'-Methoxycyclopeptin""",C00051915,19,C=12C(=CC=CC1)C(N(C(C(N2)=O)CC3=CC=C(C=C3)OC)C)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""4'-Methoxydehydrocyclopeptin""",C00051982,19,C12=CC=CC=C1N(C(C(N(C2=O)C)=C([H])C3=CC=C(C=C3)OC)=O)[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""(-)-4'-Methoxycyclopenin""",C00051916,19,C=12C(=CC=CC1)C(N(C3(C(N2)=O)C(C4=CC=C(C=C4)OC)O3)C)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""4'-Methoxyviridicatin""",C00051917,19,C=1C=CC2=C(C1)NC(C=C2C3=CC=C(C=C3)OC)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Aurachin C""",C00017847,19,O=C1C(=C(N(C2=C1C(=C(C(=C2[H])[H])[H])[H])O[H])C([H])([H])[H])C(C(=C(C([H])([H])[H])C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""14-Methoxyviridicatin""",C00051918,19,C12=C(C=CC=C1O)NC(C(C2(C=3C=CC(=CC3)O)O)OC)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Quinolinone B""",C00051919,19,C12=C(C=CC=C1O)NC(C(C2(C=3C=CC(=CC3)OC)O)OC)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Penigequinolone A""",C00026474,19,C1(=C(C(=C2C(=C1[H])N(C(C(C2(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H])O[H])(OC([H])([H])[H])[H])=O)[H])O[H])C(=C(C4(C(C(C(C(O4)([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""2,4-Dihydroxy quinoline;DHQ""",C00026388,19,C=1(C(N(C2=C(C1O[H])C(=C(C(=C2[H])[H])[H])[H])[H])=O)[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""2-Heptyl-4-hydroxy quinoline;HHQ""",C00051912,19,C1=CC=C2C(=C1)C(C=C(N2)CCCCCCC)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""2-Heptyl-3-hydroxyl-4(1H)-quinolone;PQS""",C00051913,19,C1=CC=C2C(=C1)C(C(=C(N2)CCCCCCC)O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""2-Heptyl-4-hydroxyquinoline N-oxide;2-n-Heptyl-4-hydroxyquinoline N-oxide;HQNO;N-Oxo-2-heptyl-4-hydroxyquinoline;Pyo""",C00026381,19,C1(=C(C(=C2C(=C1[H])N(=C(C(=C2O[H])[H])C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Aurachin A""",C00017845,19,C(O[H])(C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])C1(OC2=C(C1([H])[H])C3=C(N(=C2C([H])([H])[H])=O)C(=C(C(=C3[H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""N-Acetyl-anthranilic acid""",C00051910,19,C=1C=CC(=C(C1)C(O)=O)NC(=O)C,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"""Peganine;Vasicine;(-)-Linarine;(-)-Peganine;(-)-Vasicine""",C00002191,19,C=1(C(=C(C2=C(C1[H])C(N3C(=N2)C(C(C3([H])[H])([H])[H])([H])O[H])([H])[H])[H])[H])[H],0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"""R-Benzodiazepinedione""",C00051925,20,C1=2C(NC=C1CC3(NC(C=4C(NC3=O)=CC=CC4)=O)[H])=CC=CC2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
